RIC,Date,Name,ISIN Code,TRBC Industry Group Name
FMEG.DE,2022-12-31,FRESENIUS MEDICAL CARE ORD,DE0005785802,Healthcare Providers & Services
FREG.DE,2022-12-31,FRESENIUS SE ORD,DE0005785604,Healthcare Providers & Services
DHLn.DE,2022-12-31,DEUTSCHE POST ORD,DE0005552004,Freight & Logistics Services
ALVG.DE,2022-12-31,ALLIANZ SE ORD,DE0008404005,Insurance
MUVGn.DE,2022-12-31,MUNICH RE ORD,DE0008430026,Insurance
CONG.DE,2022-12-31,CONTINENTAL ORD,DE0005439004,Automobiles & Auto Parts
SHLG.DE,2022-12-31,SIEMENS HEALTHINEERS AG ORD,DE000SHL1006,Healthcare Equipment & Supplies
SY1G.DE,2022-12-31,SYMRISE ORD,DE000SYM9999,Chemicals
ADSGn.DE,2022-12-31,ADIDAS ORD,DE000A1EWWW0,Textiles & Apparel
HNRGn.DE,2022-12-31,HANNOVER RUECKVERSICHERUNG ORD,DE0008402215,Insurance
DTGGe.DE,2022-12-31,DAIMLER TRUCK AG ORD,DE000DTR0CK8,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ENR1n.DE,2022-12-31,SIEMENS ENERGY AG ORD,DE000ENER6Y0,Renewable Energy
MBGn.DE,2022-12-31,MERCEDES-BENZ GROUP AG ORD,DE0007100000,Automobiles & Auto Parts
BNRGn.DE,2022-12-31,BRENNTAG ORD,DE000A1DAHH0,Chemicals
AIRG.DE,2022-12-31,AIRBUS SE,NL0000235190,Aerospace & Defense
VNAn.DE,2022-12-31,VONOVIA SE,DE000A1ML7J1,Real Estate Operations
DB1Gn.DE,2022-12-31,DEUTSCHE BOERSE AG ORD,DE0005810055,Investment Banking & Investment Services
QIA.DE,2022-12-31,QIAGEN ORD,NL0015002CX3,Biotechnology & Medical Research
P911_p.DE,2022-12-31,DR ING HC F PORSCHE AG PREF,DE000PAG9113,Automobiles & Auto Parts
BASFn.DE,2023-12-31,BASF SE ORD,DE000BASF111,Chemicals
IFXGn.DE,2023-12-31,INFINEON TECHNOLOGIES ORD,DE0006231004,Semiconductors & Semiconductor Equipment
SIEGn.DE,2023-12-31,SIEMENS ORD,DE0007236101,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
EONGn.DE,2023-12-31,E.ON ORD,DE000ENAG999,Multiline Utilities
DBKGn.DE,2023-12-31,DEUTSCHE BANK ORD,DE0005140008,Banking Services
SATG_p.DE,2023-12-31,SARTORIUS PRF,DE0007165631,Healthcare Equipment & Supplies
SAPG.DE,2023-12-31,SAP SE ORD,DE0007164600,Software & IT Services
BAYGn.DE,2023-12-31,BAYER AG,DE000BAY0017,Pharmaceuticals
RWEG.DE,2023-12-31,RWE ST A ORD,DE0007037129,Multiline Utilities
1COVG.DE,2023-12-31,COVESTRO ORD,DE0006062144,Chemicals
HNKG_p.DE,2023-12-31,HENKEL& KGAA PRF,DE0006048432,Chemicals
ZALG.DE,2023-12-31,ZALANDO ORD SHS,DE000ZAL1111,Software & IT Services
DTEGn.DE,2023-12-31,DEUTSCHE TELEKOM AG ORD,DE0005557508,Telecommunications Services
MRCG.DE,2023-12-31,MERCK ORD,DE0006599905,Pharmaceuticals
PSHG_p.DE,2023-12-31,PORSCHE SE VZ PRF,DE000PAH0038,Automobiles & Auto Parts
VOWG_p.DE,2023-12-31,VOLKSWAGEN PRF,DE0007664039,Automobiles & Auto Parts
BMWG.DE,2023-12-31,BMW AG,DE0005190003,Automobiles & Auto Parts
BEIG.DE,2023-12-31,BEIERSDORF ORD,DE0005200000,Personal & Household Products & Services
HEIG.DE,2023-12-31,HEIDELBGCEMENT ORD,DE0006047004,Construction Materials
RHMG.DE,2023-12-31,RHEINMETALL ORD,DE0007030009,Aerospace & Defense
MTXGn.DE,2023-12-31,MTU AERO ENGINES ORD,DE000A0D9PT0,Aerospace & Defense
FREG.DE,2023-12-31,FRESENIUS SE ORD,DE0005785604,Healthcare Providers & Services
DHLn.DE,2023-12-31,DEUTSCHE POST ORD,DE0005552004,Freight & Logistics Services
ALVG.DE,2023-12-31,ALLIANZ SE ORD,DE0008404005,Insurance
MUVGn.DE,2023-12-31,MUNICH RE ORD,DE0008430026,Insurance
CONG.DE,2023-12-31,CONTINENTAL ORD,DE0005439004,Automobiles & Auto Parts
SHLG.DE,2023-12-31,SIEMENS HEALTHINEERS AG ORD,DE000SHL1006,Healthcare Equipment & Supplies
SY1G.DE,2023-12-31,SYMRISE ORD,DE000SYM9999,Chemicals
ADSGn.DE,2023-12-31,ADIDAS ORD,DE000A1EWWW0,Textiles & Apparel
HNRGn.DE,2023-12-31,HANNOVER RUECKVERSICHERUNG ORD,DE0008402215,Insurance
DTGGe.DE,2023-12-31,DAIMLER TRUCK AG ORD,DE000DTR0CK8,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ENR1n.DE,2023-12-31,SIEMENS ENERGY AG ORD,DE000ENER6Y0,Renewable Energy
MBGn.DE,2023-12-31,MERCEDES-BENZ GROUP AG ORD,DE0007100000,Automobiles & Auto Parts
BNRGn.DE,2023-12-31,BRENNTAG ORD,DE000A1DAHH0,Chemicals
CBKG.DE,2023-12-31,COMMERZBANK AG,DE000CBK1001,Banking Services
AIRG.DE,2023-12-31,AIRBUS SE,NL0000235190,Aerospace & Defense
VNAn.DE,2023-12-31,VONOVIA SE,DE000A1ML7J1,Real Estate Operations
DB1Gn.DE,2023-12-31,DEUTSCHE BOERSE AG ORD,DE0005810055,Investment Banking & Investment Services
QIA.DE,2023-12-31,QIAGEN ORD,NL0015002CX3,Biotechnology & Medical Research
P911_p.DE,2023-12-31,DR ING HC F PORSCHE AG PREF,DE000PAG9113,Automobiles & Auto Parts
BASFn.DE,2024-12-31,BASF SE ORD,DE000BASF111,Chemicals
IFXGn.DE,2024-12-31,INFINEON TECHNOLOGIES ORD,DE0006231004,Semiconductors & Semiconductor Equipment
SIEGn.DE,2024-12-31,SIEMENS ORD,DE0007236101,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
EONGn.DE,2024-12-31,E.ON ORD,DE000ENAG999,Multiline Utilities
DBKGn.DE,2024-12-31,DEUTSCHE BANK ORD,DE0005140008,Banking Services
SATG_p.DE,2024-12-31,SARTORIUS PRF,DE0007165631,Healthcare Equipment & Supplies
SAPG.DE,2024-12-31,SAP SE ORD,DE0007164600,Software & IT Services
BAYGn.DE,2024-12-31,BAYER AG,DE000BAY0017,Pharmaceuticals
RWEG.DE,2024-12-31,RWE ST A ORD,DE0007037129,Multiline Utilities
HNKG_p.DE,2024-12-31,HENKEL& KGAA PRF,DE0006048432,Chemicals
ZALG.DE,2024-12-31,ZALANDO ORD SHS,DE000ZAL1111,Software & IT Services
DTEGn.DE,2024-12-31,DEUTSCHE TELEKOM AG ORD,DE0005557508,Telecommunications Services
MRCG.DE,2024-12-31,MERCK ORD,DE0006599905,Pharmaceuticals
PSHG_p.DE,2024-12-31,PORSCHE SE VZ PRF,DE000PAH0038,Automobiles & Auto Parts
VOWG_p.DE,2024-12-31,VOLKSWAGEN PRF,DE0007664039,Automobiles & Auto Parts
BMWG.DE,2024-12-31,BMW AG,DE0005190003,Automobiles & Auto Parts
BEIG.DE,2024-12-31,BEIERSDORF ORD,DE0005200000,Personal & Household Products & Services
HEIG.DE,2024-12-31,HEIDELBGCEMENT ORD,DE0006047004,Construction Materials
RHMG.DE,2024-12-31,RHEINMETALL ORD,DE0007030009,Aerospace & Defense
MTXGn.DE,2024-12-31,MTU AERO ENGINES ORD,DE000A0D9PT0,Aerospace & Defense
FMEG.DE,2024-12-31,FRESENIUS MEDICAL CARE ORD,DE0005785802,Healthcare Providers & Services
FREG.DE,2024-12-31,FRESENIUS SE ORD,DE0005785604,Healthcare Providers & Services
DHLn.DE,2024-12-31,DEUTSCHE POST ORD,DE0005552004,Freight & Logistics Services
ALVG.DE,2024-12-31,ALLIANZ SE ORD,DE0008404005,Insurance
MUVGn.DE,2024-12-31,MUNICH RE ORD,DE0008430026,Insurance
CONG.DE,2024-12-31,CONTINENTAL ORD,DE0005439004,Automobiles & Auto Parts
SHLG.DE,2024-12-31,SIEMENS HEALTHINEERS AG ORD,DE000SHL1006,Healthcare Equipment & Supplies
SY1G.DE,2024-12-31,SYMRISE ORD,DE000SYM9999,Chemicals
ADSGn.DE,2024-12-31,ADIDAS ORD,DE000A1EWWW0,Textiles & Apparel
HNRGn.DE,2024-12-31,HANNOVER RUECKVERSICHERUNG ORD,DE0008402215,Insurance
DTGGe.DE,2024-12-31,DAIMLER TRUCK AG ORD,DE000DTR0CK8,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ENR1n.DE,2024-12-31,SIEMENS ENERGY AG ORD,DE000ENER6Y0,Renewable Energy
MBGn.DE,2024-12-31,MERCEDES-BENZ GROUP AG ORD,DE0007100000,Automobiles & Auto Parts
BNRGn.DE,2024-12-31,BRENNTAG ORD,DE000A1DAHH0,Chemicals
CBKG.DE,2024-12-31,COMMERZBANK AG,DE000CBK1001,Banking Services
AIRG.DE,2024-12-31,AIRBUS SE,NL0000235190,Aerospace & Defense
VNAn.DE,2024-12-31,VONOVIA SE,DE000A1ML7J1,Real Estate Operations
DB1Gn.DE,2024-12-31,DEUTSCHE BOERSE AG ORD,DE0005810055,Investment Banking & Investment Services
QIA.DE,2024-12-31,QIAGEN ORD,NL0015002CX3,Biotechnology & Medical Research
P911_p.DE,2024-12-31,DR ING HC F PORSCHE AG PREF,DE000PAG9113,Automobiles & Auto Parts
PRX.AS,2019-12-31,,NL0013654783,Software & IT Services
ASRNL.AS,2019-12-31,ARS NEDERLAND NV WHEN ISSUED,NL0011872643,Insurance
RAND.AS,2019-12-31,RANDSTAD ORD,NL0000379121,Professional & Commercial Services
ASML.AS,2019-12-31,ASML HOLDING ORD,NL0010273215,Semiconductors & Semiconductor Equipment
AEGN.AS,2019-12-31,AEGON ORD,BMG0112X1056,Insurance
SHEL.AS,2019-12-31,ROYAL DUTCH SHELL ORD SH A,GB00BP6MXD84,Oil & Gas
ABNd.AS,2019-12-31,ABN AMRO BANK ORD,NL0011540547,Banking Services
DSMN.AS^E23,2019-12-31,KONINKLIJKE DSM ORD,NL0000009827,Consumer Goods Conglomerates
AKZO.AS,2019-12-31,AKZO NOBEL ORD,NL0013267909,Chemicals
VOPA.AS,2019-12-31,VOPAK ORD,NL0009432491,Oil & Gas Related Equipment and Services
IMCD.AS,2019-12-31,IMCD,NL0010801007,Chemicals
HEIN.AS,2019-12-31,HEINEKEN ORD,NL0000009165,Beverages
REL.AS,2019-12-31,RELX PLC ORD,GB00B2B0DG97,Software & IT Services
AALB.AS,2019-12-31,AALBERTS ORD,NL0000852564,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
PHG.AS,2019-12-31,KONINKLIJKE PHILIPS NV,NL0000009538,Healthcare Equipment & Supplies
UNA.AS^K20,2019-12-31,UNILEVER OS ORD,NL0000388619,Personal & Household Products & Services
AD.AS,2019-12-31,KONINKLIJKE AHOLD DELHAIZE NV ORD,NL0011794037,Food & Drug Retailing
WLSNc.AS,2019-12-31,WOLTERS KLUWERS ORD,NL0000395903,Professional & Commercial Services
ADYEN.AS,2019-12-31,ADYEN NV ORD,NL0012969182,Financial Technology (Fintech) & Infrastructure
NN.AS,2019-12-31,NN GROUP ORD SHS,NL0010773842,Insurance
KPN.AS,2019-12-31,KPN-KON.NV ORD,NL0000009082,Telecommunications Services
TKWY.AS,2019-12-31,TAKEAWAY.COM HOLDING ORD,NL0012015705,Software & IT Services
PRX.AS,2020-12-31,PROSUS NV ORD,NL0013654783,Software & IT Services
ASRNL.AS,2020-12-31,ARS NEDERLAND NV WHEN ISSUED,NL0011872643,Insurance
ULVR.AS,2020-12-31,UNILEVER PLC ORD,GB00B10RZP78,Personal & Household Products & Services
RAND.AS,2020-12-31,RANDSTAD ORD,NL0000379121,Professional & Commercial Services
ASMI.AS,2020-12-31,ASM INTL ORD,NL0000334118,Semiconductors & Semiconductor Equipment
ASML.AS,2020-12-31,ASML HOLDING ORD,NL0010273215,Semiconductors & Semiconductor Equipment
AEGN.AS,2020-12-31,AEGON ORD,BMG0112X1056,Insurance
SHEL.AS,2020-12-31,ROYAL DUTCH SHELL ORD SH A,GB00BP6MXD84,Oil & Gas
ABNd.AS,2020-12-31,ABN AMRO BANK ORD,NL0011540547,Banking Services
DSMN.AS^E23,2020-12-31,KONINKLIJKE DSM ORD,NL0000009827,Consumer Goods Conglomerates
AKZO.AS,2020-12-31,AKZO NOBEL ORD,NL0013267909,Chemicals
IMCD.AS,2020-12-31,IMCD,NL0010801007,Chemicals
HEIN.AS,2020-12-31,HEINEKEN ORD,NL0000009165,Beverages
REL.AS,2020-12-31,RELX PLC ORD,GB00B2B0DG97,Software & IT Services
PHG.AS,2020-12-31,KONINKLIJKE PHILIPS NV,NL0000009538,Healthcare Equipment & Supplies
AD.AS,2020-12-31,KONINKLIJKE AHOLD DELHAIZE NV ORD,NL0011794037,Food & Drug Retailing
WLSNc.AS,2020-12-31,WOLTERS KLUWERS ORD,NL0000395903,Professional & Commercial Services
ADYEN.AS,2020-12-31,ADYEN NV ORD,NL0012969182,Financial Technology (Fintech) & Infrastructure
NN.AS,2020-12-31,NN GROUP ORD SHS,NL0010773842,Insurance
KPN.AS,2020-12-31,KPN-KON.NV ORD,NL0000009082,Telecommunications Services
TKWY.AS,2020-12-31,JUST EAT TAKEAWAY.COM NV ORD,NL0012015705,Software & IT Services
PRX.AS,2021-12-31,PROSUS NV ORD,NL0013654783,Software & IT Services
BESI.AS,2021-12-31,BE SEMICONDUCTOR ORD,NL0012866412,Semiconductors & Semiconductor Equipment
ULVR.AS,2021-12-31,UNILEVER PLC ORD,GB00B10RZP78,Personal & Household Products & Services
RAND.AS,2021-12-31,RANDSTAD ORD,NL0000379121,Professional & Commercial Services
ASMI.AS,2021-12-31,ASM INTL ORD,NL0000334118,Semiconductors & Semiconductor Equipment
ASML.AS,2021-12-31,ASML HOLDING ORD,NL0010273215,Semiconductors & Semiconductor Equipment
AEGN.AS,2021-12-31,AEGON ORD,BMG0112X1056,Insurance
SHEL.AS,2021-12-31,ROYAL DUTCH SHELL ORD SH A,GB00BP6MXD84,Oil & Gas
INGA.AS,2021-12-31,ING GROEP ORD,NL0011821202,Banking Services
DSMN.AS^E23,2021-12-31,KONINKLIJKE DSM ORD,NL0000009827,Consumer Goods Conglomerates
AKZO.AS,2021-12-31,AKZO NOBEL ORD,NL0013267909,Chemicals
IMCD.AS,2021-12-31,IMCD,NL0010801007,Chemicals
HEIN.AS,2021-12-31,HEINEKEN ORD,NL0000009165,Beverages
REL.AS,2021-12-31,RELX PLC ORD,GB00B2B0DG97,Software & IT Services
PHG.AS,2021-12-31,KONINKLIJKE PHILIPS NV,NL0000009538,Healthcare Equipment & Supplies
AD.AS,2021-12-31,KONINKLIJKE AHOLD DELHAIZE NV ORD,NL0011794037,Food & Drug Retailing
WLSNc.AS,2021-12-31,WOLTERS KLUWERS ORD,NL0000395903,Professional & Commercial Services
ADYEN.AS,2021-12-31,ADYEN NV ORD,NL0012969182,Financial Technology (Fintech) & Infrastructure
LIGHT.AS,2021-12-31,SIGNIFY NV ORD,NL0011821392,Homebuilding & Construction Supplies
NN.AS,2021-12-31,NN GROUP ORD SHS,NL0010773842,Insurance
KPN.AS,2021-12-31,KPN-KON.NV ORD,NL0000009082,Telecommunications Services
UMG.AS,2021-12-31,UNIVERSAL MUSIC GROUP NV ORD,NL0015000IY2,Media & Publishing
TKWY.AS,2021-12-31,JUST EAT TAKEAWAY.COM NV ORD,NL0012015705,Software & IT Services
PRX.AS,2022-12-31,PROSUS NV ORD,NL0013654783,Software & IT Services
BESI.AS,2022-12-31,BE SEMICONDUCTOR ORD,NL0012866412,Semiconductors & Semiconductor Equipment
EXOR.AS,2022-12-31,,NL0012059018,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ULVR.AS,2022-12-31,UNILEVER PLC ORD,GB00B10RZP78,Personal & Household Products & Services
SHEL.AS,2022-12-31,SHELL PLC ORD,GB00BP6MXD84,Oil & Gas
RAND.AS,2022-12-31,RANDSTAD ORD,NL0000379121,Professional & Commercial Services
ASMI.AS,2022-12-31,ASM INTL ORD,NL0000334118,Semiconductors & Semiconductor Equipment
ASML.AS,2022-12-31,ASML HOLDING ORD,NL0010273215,Semiconductors & Semiconductor Equipment
AEGN.AS,2022-12-31,AEGON ORD,BMG0112X1056,Insurance
INGA.AS,2022-12-31,ING GROEP ORD,NL0011821202,Banking Services
DSMN.AS^E23,2022-12-31,KONINKLIJKE DSM ORD,NL0000009827,Consumer Goods Conglomerates
AKZO.AS,2022-12-31,AKZO NOBEL ORD,NL0013267909,Chemicals
IMCD.AS,2022-12-31,IMCD,NL0010801007,Chemicals
HEIN.AS,2022-12-31,HEINEKEN ORD,NL0000009165,Beverages
REL.AS,2022-12-31,RELX PLC ORD,GB00B2B0DG97,Software & IT Services
PHG.AS,2022-12-31,KONINKLIJKE PHILIPS NV,NL0000009538,Healthcare Equipment & Supplies
AD.AS,2022-12-31,KONINKLIJKE AHOLD DELHAIZE NV ORD,NL0011794037,Food & Drug Retailing
WLSNc.AS,2022-12-31,WOLTERS KLUWERS ORD,NL0000395903,Professional & Commercial Services
ADYEN.AS,2022-12-31,ADYEN NV ORD,NL0012969182,Financial Technology (Fintech) & Infrastructure
LIGHT.AS,2022-12-31,SIGNIFY NV ORD,NL0011821392,Homebuilding & Construction Supplies
NN.AS,2022-12-31,NN GROUP ORD SHS,NL0010773842,Insurance
KPN.AS,2022-12-31,KPN-KON.NV ORD,NL0000009082,Telecommunications Services
UMG.AS,2022-12-31,UNIVERSAL MUSIC GROUP NV ORD,NL0015000IY2,Media & Publishing
TKWY.AS,2022-12-31,JUST EAT TAKEAWAY.COM NV ORD,NL0012015705,Software & IT Services
DSFIR.AS,2023-12-31,,CH1216478797,Consumer Goods Conglomerates
PRX.AS,2023-12-31,PROSUS NV ORD,NL0013654783,Software & IT Services
BESI.AS,2023-12-31,BE SEMICONDUCTOR ORD,NL0012866412,Semiconductors & Semiconductor Equipment
ASRNL.AS,2023-12-31,ARS NEDERLAND NV WHEN ISSUED,NL0011872643,Insurance
EXOR.AS,2023-12-31,,NL0012059018,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ULVR.AS,2023-12-31,UNILEVER PLC ORD,GB00B10RZP78,Personal & Household Products & Services
SHEL.AS,2023-12-31,SHELL PLC ORD,GB00BP6MXD84,Oil & Gas
RAND.AS,2023-12-31,RANDSTAD ORD,NL0000379121,Professional & Commercial Services
ASMI.AS,2023-12-31,ASM INTL ORD,NL0000334118,Semiconductors & Semiconductor Equipment
ASML.AS,2023-12-31,ASML HOLDING ORD,NL0010273215,Semiconductors & Semiconductor Equipment
AEGN.AS,2023-12-31,AEGON ORD,BMG0112X1056,Insurance
INGA.AS,2023-12-31,ING GROEP ORD,NL0011821202,Banking Services
ABNd.AS,2023-12-31,ABN AMRO BANK ORD,NL0011540547,Banking Services
AKZO.AS,2023-12-31,AKZO NOBEL ORD,NL0013267909,Chemicals
IMCD.AS,2023-12-31,IMCD,NL0010801007,Chemicals
HEIN.AS,2023-12-31,HEINEKEN ORD,NL0000009165,Beverages
REL.AS,2023-12-31,RELX PLC ORD,GB00B2B0DG97,Software & IT Services
PHG.AS,2023-12-31,KONINKLIJKE PHILIPS NV,NL0000009538,Healthcare Equipment & Supplies
AD.AS,2023-12-31,KONINKLIJKE AHOLD DELHAIZE NV ORD,NL0011794037,Food & Drug Retailing
WLSNc.AS,2023-12-31,WOLTERS KLUWERS ORD,NL0000395903,Professional & Commercial Services
ADYEN.AS,2023-12-31,ADYEN NV ORD,NL0012969182,Financial Technology (Fintech) & Infrastructure
NN.AS,2023-12-31,NN GROUP ORD SHS,NL0010773842,Insurance
KPN.AS,2023-12-31,KPN-KON.NV ORD,NL0000009082,Telecommunications Services
UMG.AS,2023-12-31,UNIVERSAL MUSIC GROUP NV ORD,NL0015000IY2,Media & Publishing
TKWY.AS,2023-12-31,JUST EAT TAKEAWAY.COM NV ORD,NL0012015705,Software & IT Services
DSFIR.AS,2024-12-31,,CH1216478797,Consumer Goods Conglomerates
PRX.AS,2024-12-31,PROSUS NV ORD,NL0013654783,Software & IT Services
BESI.AS,2024-12-31,BE SEMICONDUCTOR ORD,NL0012866412,Semiconductors & Semiconductor Equipment
ASRNL.AS,2024-12-31,ARS NEDERLAND NV WHEN ISSUED,NL0011872643,Insurance
EXOR.AS,2024-12-31,,NL0012059018,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ULVR.AS,2024-12-31,UNILEVER PLC ORD,GB00B10RZP78,Personal & Household Products & Services
SHEL.AS,2024-12-31,SHELL PLC ORD,GB00BP6MXD84,Oil & Gas
RAND.AS,2024-12-31,RANDSTAD ORD,NL0000379121,Professional & Commercial Services
ASMI.AS,2024-12-31,ASM INTL ORD,NL0000334118,Semiconductors & Semiconductor Equipment
ASML.AS,2024-12-31,ASML HOLDING ORD,NL0010273215,Semiconductors & Semiconductor Equipment
AEGN.AS,2024-12-31,AEGON ORD,BMG0112X1056,Insurance
INGA.AS,2024-12-31,ING GROEP ORD,NL0011821202,Banking Services
ABNd.AS,2024-12-31,ABN AMRO BANK ORD,NL0011540547,Banking Services
AKZO.AS,2024-12-31,AKZO NOBEL ORD,NL0013267909,Chemicals
IMCD.AS,2024-12-31,IMCD,NL0010801007,Chemicals
HEIN.AS,2024-12-31,HEINEKEN ORD,NL0000009165,Beverages
REL.AS,2024-12-31,RELX PLC ORD,GB00B2B0DG97,Software & IT Services
PHG.AS,2024-12-31,KONINKLIJKE PHILIPS NV,NL0000009538,Healthcare Equipment & Supplies
AD.AS,2024-12-31,KONINKLIJKE AHOLD DELHAIZE NV ORD,NL0011794037,Food & Drug Retailing
WLSNc.AS,2024-12-31,WOLTERS KLUWERS ORD,NL0000395903,Professional & Commercial Services
ADYEN.AS,2024-12-31,ADYEN NV ORD,NL0012969182,Financial Technology (Fintech) & Infrastructure
NN.AS,2024-12-31,NN GROUP ORD SHS,NL0010773842,Insurance
KPN.AS,2024-12-31,KPN-KON.NV ORD,NL0000009082,Telecommunications Services
UMG.AS,2024-12-31,UNIVERSAL MUSIC GROUP NV ORD,NL0015000IY2,Media & Publishing
TKWY.AS,2024-12-31,JUST EAT TAKEAWAY.COM NV ORD,NL0012015705,Software & IT Services
BOSN.AS^K22,2019-12-31,ROYAL BOSKALIS ORD,NL0000852580,Construction & Engineering
PTNL.AS,2019-12-31,POSTNL ORD,NL0009739416,Freight & Logistics Services
ATCA.AS^A21,2019-12-31,ALTICE EUROPE NV ORD,NL0011333752,Telecommunications Services
BFIT.AS,2019-12-31,BASIC FIT NV ORD,NL0011872650,Hotels & Entertainment Services
SBMO.AS,2019-12-31,SBM OFFSHORE ORD,NL0000360618,Oil & Gas Related Equipment and Services
LIGHT.AS,2019-12-31,SIGNIFY NV ORD,NL0011821392,Homebuilding & Construction Supplies
BAMN.AS,2019-12-31,KONINKLIJKE BAM GROEP ORD,NL0000337319,Construction & Engineering
GVNV.AS^A22,2019-12-31,GRANDVISION,NL0010937066,Specialty Retailers
CORB.AS,2019-12-31,CSM ORD,NL0010583399,Chemicals
AMG.AS,2019-12-31,AMG ORD,NL0000888691,Metals & Mining
ARDS.AS,2019-12-31,ARCADIS ORD,NL0006237562,Construction & Engineering
ASMI.AS,2019-12-31,ASM INTL ORD,NL0000334118,Semiconductors & Semiconductor Equipment
OCI.AS,2019-12-31,OCI,NL0010558797,Chemicals
FLOW.AS,2019-12-31,FLOW TRADERS ORD,BMG3602E1084,Investment Banking & Investment Services
FUGR.AS,2019-12-31,FUGRO NV ORD,NL00150003E1,Oil & Gas Related Equipment and Services
TWKNc.AS,2019-12-31,TWENTSCHE KABEL ORD,NL0000852523,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
INTER.AS^L22,2019-12-31,INTERTRUST GROUP HOLDING ORD WI,NL0010937058,Professional & Commercial Services
ECMPA.AS,2019-12-31,EUROCOMMERCIAL PROPERTIES REIT,NL0015000K93,Residential & Commercial REITs
WEHA.AS,2019-12-31,WERELDHAVE REIT,NL0000289213,Residential & Commercial REITs
FAGRO.BR,2019-12-31,FAGRON,BE0003874915,Pharmaceuticals
BESI.AS,2019-12-31,BE SEMICONDUCTOR ORD,NL0012866412,Semiconductors & Semiconductor Equipment
BOSN.AS^K22,2020-12-31,ROYAL BOSKALIS ORD,NL0000852580,Construction & Engineering
NSTEc.AS,2020-12-31,NSI NV,NL0012365084,Residential & Commercial REITs
PHAR.AS,2020-12-31,PHARMING GROUP ORD,NL0010391025,Pharmaceuticals
PTNL.AS,2020-12-31,POSTNL ORD,NL0009739416,Freight & Logistics Services
ATCA.AS^A21,2020-12-31,ALTICE EUROPE NV ORD,NL0011333752,Telecommunications Services
BFIT.AS,2020-12-31,BASIC FIT NV ORD,NL0011872650,Hotels & Entertainment Services
SBMO.AS,2020-12-31,SBM OFFSHORE ORD,NL0000360618,Oil & Gas Related Equipment and Services
LIGHT.AS,2020-12-31,SIGNIFY NV ORD,NL0011821392,Homebuilding & Construction Supplies
GVNV.AS^A22,2020-12-31,GRANDVISION,NL0010937066,Specialty Retailers
CORB.AS,2020-12-31,CSM ORD,NL0010583399,Chemicals
ARDS.AS,2020-12-31,ARCADIS ORD,NL0006237562,Construction & Engineering
JDEP.AS,2020-12-31,JDE PEETS ORD,NL0014332678,Food & Tobacco
VOPA.AS,2020-12-31,VOPAK ORD,NL0009432491,Oil & Gas Related Equipment and Services
OCI.AS,2020-12-31,OCI,NL0010558797,Chemicals
FLOW.AS,2020-12-31,FLOW TRADERS ORD,BMG3602E1084,Investment Banking & Investment Services
FUGR.AS,2020-12-31,FUGRO NV ORD,NL00150003E1,Oil & Gas Related Equipment and Services
TWKNc.AS,2020-12-31,TWENTSCHE KABEL ORD,NL0000852523,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
INTER.AS^L22,2020-12-31,INTERTRUST GROUP HOLDING ORD WI,NL0010937058,Professional & Commercial Services
ECMPA.AS,2020-12-31,EUROCOMMERCIAL PROPERTIES REIT,NL0015000K93,Residential & Commercial REITs
AALB.AS,2020-12-31,AALBERTS ORD,NL0000852564,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
FAGRO.BR,2020-12-31,FAGRON,BE0003874915,Pharmaceuticals
BESI.AS,2020-12-31,BE SEMICONDUCTOR ORD,NL0012866412,Semiconductors & Semiconductor Equipment
BOSN.AS^K22,2021-12-31,ROYAL BOSKALIS ORD,NL0000852580,Construction & Engineering
PTNL.AS,2021-12-31,POSTNL ORD,NL0009739416,Freight & Logistics Services
BFIT.AS,2021-12-31,BASIC FIT NV ORD,NL0011872650,Hotels & Entertainment Services
SBMO.AS,2021-12-31,SBM OFFSHORE ORD,NL0000360618,Oil & Gas Related Equipment and Services
INPST.AS,2021-12-31,INPOST ORD SHS WHEN ISSUED,LU2290522684,Freight & Logistics Services
CORB.AS,2021-12-31,CSM ORD,NL0010583399,Chemicals
AMG.AS,2021-12-31,AMG ORD,NL0000888691,Metals & Mining
ARDS.AS,2021-12-31,ARCADIS ORD,NL0006237562,Construction & Engineering
JDEP.AS,2021-12-31,JDE PEETS ORD,NL0014332678,Food & Tobacco
VOPA.AS,2021-12-31,VOPAK ORD,NL0009432491,Oil & Gas Related Equipment and Services
ABNd.AS,2021-12-31,ABN AMRO BANK ORD,NL0011540547,Banking Services
ALFEN.AS,2021-12-31,ALFEN BEHEER ORD,NL0012817175,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
OCI.AS,2021-12-31,OCI,NL0010558797,Chemicals
FLOW.AS,2021-12-31,FLOW TRADERS ORD,BMG3602E1084,Investment Banking & Investment Services
